:START_ID,DATA,:END_ID,:TYPE
MO_100001_1,NONE,MO_1_20830,MAP
MO_100001_1,NONE,VMR_2_222060,MAP
MO_100001_2,NONE,MO_1_20831,MAP
MO_100001_2,NONE,VMR_2_222061,MAP
MO_100001_3,NONE,MO_1_20832,MAP
MO_100001_3,NONE,VMR_2_222062,MAP
MO_100001_4,NONE,MO_1_20833,MAP
MO_100001_4,NONE,VMR_2_222063,MAP
MO_100001_5,NONE,MO_1_20836,MAP
MO_100001_5,NONE,VMR_2_222066,MAP
MO_100001_6,NONE,MO_1_20837,MAP
MO_100001_6,NONE,VMR_2_222067,MAP
MO_100001_7,NONE,MO_1_20838,MAP
MO_100001_7,NONE,VMR_2_222068,MAP
MO_100001_8,NONE,MO_1_20839,MAP
MO_100001_8,NONE,VMR_2_222069,MAP
MO_100001_9,NONE,MO_1_20840,MAP
MO_100001_9,NONE,VMR_2_222070,MAP
MO_100001_10,NONE,MO_1_20841,MAP
MO_100001_10,NONE,VMR_2_222071,MAP
MO_100001_11,NONE,MO_1_20842,MAP
MO_100001_11,NONE,VMR_2_222072,MAP
MO_100001_12,NONE,MO_1_20843,MAP
MO_100001_12,NONE,VMR_2_222073,MAP
MO_100001_13,NONE,MO_1_20844,MAP
MO_100001_13,NONE,VMR_2_222074,MAP
MO_100001_14,NONE,MO_1_20845,MAP
MO_100001_14,NONE,VMR_2_222075,MAP
MO_100001_15,NONE,MO_1_20846,MAP
MO_100001_15,NONE,VMR_2_222076,MAP
MO_100001_16,NONE,MO_1_20847,MAP
MO_100001_16,NONE,VMR_2_222077,MAP
MO_100001_17,NONE,MO_1_20848,MAP
MO_100001_17,NONE,VMR_2_222078,MAP
MO_100001_18,NONE,MO_1_20849,MAP
MO_100001_18,NONE,VMR_2_222079,MAP
MO_100001_19,NONE,MO_1_20850,MAP
MO_100001_19,NONE,VMR_2_222080,MAP
MO_100001_20,NONE,MO_1_20851,MAP
MO_100001_20,NONE,VMR_2_222081,MAP
MO_100001_21,NONE,MO_1_20852,MAP
MO_100001_21,NONE,VMR_2_222082,MAP
MO_100001_22,NONE,MO_1_20853,MAP
MO_100001_22,NONE,VMR_2_222083,MAP
MO_100001_23,NONE,MO_1_20854,MAP
MO_100001_23,NONE,VMR_2_222084,MAP
MO_100001_24,NONE,MO_1_20855,MAP
MO_100001_24,NONE,VMR_2_222085,MAP
MO_100001_25,NONE,MO_1_20856,MAP
MO_100001_25,NONE,VMR_2_222086,MAP
MO_100001_26,NONE,MO_1_20857,MAP
MO_100001_26,NONE,VMR_2_222087,MAP
MO_100001_27,NONE,MO_1_20858,MAP
MO_100001_27,NONE,VMR_2_222088,MAP
MO_100001_28,NONE,MO_1_20859,MAP
MO_100001_28,NONE,VMR_2_222089,MAP
MO_100001_29,NONE,MO_1_20860,MAP
MO_100001_29,NONE,VMR_2_222090,MAP
MO_100001_30,NONE,MO_1_27436,MAP
MO_100001_30,NONE,VMR_2_226812,MAP
MO_100001_31,NONE,MO_1_27437,MAP
MO_100001_31,NONE,VMR_2_226813,MAP
MO_100001_32,NONE,MO_1_27438,MAP
MO_100001_32,NONE,VMR_2_226814,MAP
MO_100001_33,NONE,MO_1_27439,MAP
MO_100001_33,NONE,VMR_2_226815,MAP
MO_100001_34,NONE,MO_1_27447,MAP
MO_100001_34,NONE,VMR_2_226823,MAP
MO_100001_35,NONE,MO_1_27448,MAP
MO_100001_35,NONE,VMR_2_226824,MAP
MO_100001_36,NONE,MO_1_27449,MAP
MO_100001_36,NONE,VMR_2_226825,MAP
MO_100001_37,NONE,MO_1_27450,MAP
MO_100001_37,NONE,VMR_2_226826,MAP
MO_100001_38,NONE,MO_1_27451,MAP
MO_100001_38,NONE,VMR_2_226827,MAP
MO_100001_39,NONE,MO_1_27452,MAP
MO_100001_39,NONE,VMR_2_226828,MAP
MO_100001_40,NONE,MO_1_27453,MAP
MO_100001_40,NONE,VMR_2_226829,MAP
MO_100001_41,NONE,MO_1_27454,MAP
MO_100001_41,NONE,VMR_2_226830,MAP
MO_100001_42,NONE,MO_1_27455,MAP
MO_100001_42,NONE,VMR_2_226831,MAP
MO_100001_43,NONE,MO_1_27456,MAP
MO_100001_43,NONE,VMR_2_226832,MAP
MO_100001_44,NONE,MO_1_27457,MAP
MO_100001_44,NONE,VMR_2_226833,MAP
MO_100001_45,NONE,MO_1_27458,MAP
MO_100001_45,NONE,VMR_2_226834,MAP
MO_100001_46,NONE,MO_1_27459,MAP
MO_100001_46,NONE,VMR_2_226835,MAP
MO_100001_47,NONE,MO_1_27460,MAP
MO_100001_47,NONE,VMR_2_226836,MAP
MO_100001_48,NONE,MO_1_27461,MAP
MO_100001_48,NONE,VMR_2_226837,MAP
MO_100001_49,NONE,MO_1_27462,MAP
MO_100001_49,NONE,VMR_2_226838,MAP
MO_100001_50,NONE,MO_1_27493,MAP
MO_100001_50,NONE,VMR_2_226869,MAP
MO_100001_51,NONE,MO_1_27494,MAP
MO_100001_51,NONE,VMR_2_226870,MAP
MO_100001_52,NONE,MO_1_27496,MAP
MO_100001_52,NONE,VMR_2_226872,MAP
MO_100001_53,NONE,MO_1_27497,MAP
MO_100001_53,NONE,VMR_2_226873,MAP
MO_100001_54,NONE,MO_1_27498,MAP
MO_100001_54,NONE,VMR_2_226874,MAP
MO_100001_55,NONE,MO_1_27499,MAP
MO_100001_55,NONE,VMR_2_226875,MAP
MO_100001_56,NONE,MO_1_27500,MAP
MO_100001_56,NONE,VMR_2_226876,MAP
MO_100001_57,NONE,MO_1_27501,MAP
MO_100001_57,NONE,VMR_2_226877,MAP
MO_100001_58,NONE,MO_1_27502,MAP
MO_100001_58,NONE,VMR_2_226878,MAP
MO_100001_59,NONE,MO_1_27503,MAP
MO_100001_59,NONE,VMR_2_226879,MAP
MO_100001_60,NONE,MO_1_27504,MAP
MO_100001_60,NONE,VMR_2_226880,MAP
MO_100001_61,NONE,MO_1_27505,MAP
MO_100001_61,NONE,VMR_2_226881,MAP
MO_100001_62,NONE,MO_1_27506,MAP
MO_100001_62,NONE,VMR_2_226882,MAP
MO_100001_63,NONE,MO_1_27507,MAP
MO_100001_63,NONE,VMR_2_226883,MAP
MO_100001_64,NONE,MO_1_27508,MAP
MO_100001_64,NONE,VMR_2_226884,MAP
MO_100001_65,NONE,MO_1_27509,MAP
MO_100001_65,NONE,VMR_2_226885,MAP
MO_100001_66,NONE,MO_1_27510,MAP
MO_100001_66,NONE,VMR_2_226886,MAP
MO_100001_67,NONE,MO_1_27511,MAP
MO_100001_67,NONE,VMR_2_226887,MAP
MO_100001_68,NONE,MO_1_27528,MAP
MO_100001_68,NONE,VMR_2_226904,MAP
MO_100001_69,NONE,MO_1_27529,MAP
MO_100001_69,NONE,VMR_2_226905,MAP
MO_100001_70,NONE,MO_1_27530,MAP
MO_100001_70,NONE,VMR_2_226906,MAP
