iterations=300 child=./trivial
mean_ms=0.6124 median_ms=0.5981 stddev_ms=0.0426 min_ms=0.5633 max_ms=0.8718
RAW 0.563334
RAW 0.567542
RAW 0.568000
RAW 0.569042
RAW 0.571250
RAW 0.573834
RAW 0.574208
RAW 0.574792
RAW 0.575416
RAW 0.575583
RAW 0.575625
RAW 0.575917
RAW 0.576542
RAW 0.576792
RAW 0.576834
RAW 0.576917
RAW 0.577250
RAW 0.577416
RAW 0.577417
RAW 0.577667
RAW 0.577708
RAW 0.577833
RAW 0.577917
RAW 0.578000
RAW 0.578459
RAW 0.578500
RAW 0.578625
RAW 0.578666
RAW 0.579209
RAW 0.579250
RAW 0.579417
RAW 0.579625
RAW 0.579750
RAW 0.579791
RAW 0.579833
RAW 0.580125
RAW 0.580416
RAW 0.580625
RAW 0.580708
RAW 0.580959
RAW 0.581083
RAW 0.581167
RAW 0.582167
RAW 0.582250
RAW 0.582250
RAW 0.582333
RAW 0.582500
RAW 0.582792
RAW 0.583334
RAW 0.583417
RAW 0.583625
RAW 0.583750
RAW 0.583875
RAW 0.584208
RAW 0.584417
RAW 0.584500
RAW 0.584542
RAW 0.584584
RAW 0.584667
RAW 0.584750
RAW 0.584833
RAW 0.585458
RAW 0.585583
RAW 0.585750
RAW 0.585834
RAW 0.586375
RAW 0.586416
RAW 0.586417
RAW 0.586417
RAW 0.586667
RAW 0.587042
RAW 0.587167
RAW 0.587250
RAW 0.587333
RAW 0.587500
RAW 0.587584
RAW 0.587875
RAW 0.587875
RAW 0.587958
RAW 0.588084
RAW 0.588250
RAW 0.588250
RAW 0.588375
RAW 0.588458
RAW 0.588667
RAW 0.588708
RAW 0.589084
RAW 0.589167
RAW 0.589250
RAW 0.589250
RAW 0.589792
RAW 0.590041
RAW 0.590041
RAW 0.590083
RAW 0.590333
RAW 0.590375
RAW 0.590625
RAW 0.590625
RAW 0.590875
RAW 0.590959
RAW 0.591125
RAW 0.591125
RAW 0.591208
RAW 0.591292
RAW 0.591292
RAW 0.591375
RAW 0.591667
RAW 0.591708
RAW 0.591875
RAW 0.592083
RAW 0.592208
RAW 0.592333
RAW 0.592375
RAW 0.592375
RAW 0.592416
RAW 0.592542
RAW 0.592708
RAW 0.592750
RAW 0.592750
RAW 0.592917
RAW 0.593125
RAW 0.593292
RAW 0.593500
RAW 0.593583
RAW 0.593875
RAW 0.593959
RAW 0.594083
RAW 0.594208
RAW 0.594333
RAW 0.594500
RAW 0.594625
RAW 0.594834
RAW 0.594958
RAW 0.595041
RAW 0.595375
RAW 0.595500
RAW 0.595708
RAW 0.595750
RAW 0.596083
RAW 0.596417
RAW 0.596500
RAW 0.596625
RAW 0.596625
RAW 0.597375
RAW 0.597375
RAW 0.597667
RAW 0.597708
RAW 0.597833
RAW 0.597834
RAW 0.598042
RAW 0.598125
RAW 0.598125
RAW 0.598250
RAW 0.598375
RAW 0.598584
RAW 0.598708
RAW 0.598834
RAW 0.599125
RAW 0.599166
RAW 0.599959
RAW 0.600083
RAW 0.600292
RAW 0.600333
RAW 0.600584
RAW 0.600667
RAW 0.600750
RAW 0.601125
RAW 0.601125
RAW 0.601500
RAW 0.601625
RAW 0.601708
RAW 0.601917
RAW 0.602458
RAW 0.602708
RAW 0.602834
RAW 0.603042
RAW 0.603333
RAW 0.603625
RAW 0.603667
RAW 0.603791
RAW 0.603875
RAW 0.603875
RAW 0.604292
RAW 0.604375
RAW 0.605083
RAW 0.605333
RAW 0.605541
RAW 0.606166
RAW 0.606875
RAW 0.606917
RAW 0.607000
RAW 0.607291
RAW 0.607542
RAW 0.607583
RAW 0.607625
RAW 0.607792
RAW 0.607834
RAW 0.608084
RAW 0.608416
RAW 0.608416
RAW 0.608917
RAW 0.609875
RAW 0.610083
RAW 0.610458
RAW 0.610875
RAW 0.610958
RAW 0.611583
RAW 0.612584
RAW 0.613208
RAW 0.613458
RAW 0.613625
RAW 0.613750
RAW 0.614166
RAW 0.614667
RAW 0.615458
RAW 0.615542
RAW 0.616166
RAW 0.616625
RAW 0.617042
RAW 0.617084
RAW 0.618042
RAW 0.618625
RAW 0.619667
RAW 0.620250
RAW 0.620416
RAW 0.620708
RAW 0.620792
RAW 0.620875
RAW 0.622583
RAW 0.622666
RAW 0.623541
RAW 0.624375
RAW 0.624500
RAW 0.624667
RAW 0.625250
RAW 0.626042
RAW 0.626541
RAW 0.627416
RAW 0.627792
RAW 0.629500
RAW 0.629791
RAW 0.629875
RAW 0.630791
RAW 0.633292
RAW 0.633667
RAW 0.636542
RAW 0.637250
RAW 0.637667
RAW 0.638334
RAW 0.638833
RAW 0.639208
RAW 0.639459
RAW 0.640125
RAW 0.640458
RAW 0.642042
RAW 0.643667
RAW 0.645625
RAW 0.645667
RAW 0.645667
RAW 0.648250
RAW 0.651041
RAW 0.651542
RAW 0.652333
RAW 0.652458
RAW 0.654542
RAW 0.654667
RAW 0.654958
RAW 0.656375
RAW 0.657459
RAW 0.663291
RAW 0.666208
RAW 0.670084
RAW 0.670834
RAW 0.671042
RAW 0.671417
RAW 0.674917
RAW 0.675250
RAW 0.680541
RAW 0.684750
RAW 0.686333
RAW 0.688125
RAW 0.689708
RAW 0.690667
RAW 0.704750
RAW 0.712542
RAW 0.717417
RAW 0.722000
RAW 0.724250
RAW 0.727958
RAW 0.734334
RAW 0.736000
RAW 0.738292
RAW 0.741250
RAW 0.742417
RAW 0.748000
RAW 0.755750
RAW 0.773917
RAW 0.774291
RAW 0.793583
RAW 0.871792
