NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,NONE,MAP,MO_10001_1,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_1,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_2,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_2,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_3,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_3,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_4,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_4,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_5,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_5,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_6,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_6,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_7,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_7,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_8,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_8,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_9,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_9,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_10,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_10,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_11,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_11,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_12,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_12,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_13,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_13,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_14,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_14,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_15,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_15,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_16,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_16,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_17,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_17,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_18,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_18,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_19,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_19,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_20,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_20,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_21,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_21,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_22,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_22,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_23,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_23,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_24,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_24,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_25,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_25,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_26,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_26,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_27,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10001_27,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
