NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,NONE,MAP,MO_100001_1,MO_4_e,
,,NONE,MAP,MO_100001_1,VMR_9_4,
,,NONE,MAP,MO_100001_2,MO_4_e,
,,NONE,MAP,MO_100001_2,VMR_9_4,
,,NONE,MAP,MO_100001_3,MO_4_e,
,,NONE,MAP,MO_100001_3,VMR_9_4,
,,NONE,MAP,MO_100001_4,MO_4_e,
,,NONE,MAP,MO_100001_4,VMR_9_4,
,,NONE,MAP,MO_100001_5,MO_4_e,
,,NONE,MAP,MO_100001_5,VMR_9_4,
,,NONE,MAP,MO_100001_6,MO_4_e,
,,NONE,MAP,MO_100001_6,VMR_9_4,
,,NONE,MAP,MO_100001_7,MO_4_e,
,,NONE,MAP,MO_100001_7,VMR_9_4,
,,NONE,MAP,MO_100001_8,MO_4_e,
,,NONE,MAP,MO_100001_8,VMR_9_4,
,,NONE,MAP,MO_100001_9,MO_4_e,
,,NONE,MAP,MO_100001_9,VMR_9_4,
,,NONE,MAP,MO_100001_10,MO_4_e,
,,NONE,MAP,MO_100001_10,VMR_9_4,
,,NONE,MAP,MO_100001_11,MO_4_e,
,,NONE,MAP,MO_100001_11,VMR_9_4,
,,NONE,MAP,MO_100001_12,MO_4_e,
,,NONE,MAP,MO_100001_12,VMR_9_4,
,,NONE,MAP,MO_100001_13,MO_4_e,
,,NONE,MAP,MO_100001_13,VMR_9_4,
,,NONE,MAP,MO_100001_14,MO_4_e,
,,NONE,MAP,MO_100001_14,VMR_9_4,
,,NONE,MAP,MO_100001_15,MO_4_e,
,,NONE,MAP,MO_100001_15,VMR_9_4,
,,NONE,MAP,MO_100001_16,MO_4_e,
,,NONE,MAP,MO_100001_16,VMR_9_4,
,,NONE,MAP,MO_100001_17,MO_4_e,
,,NONE,MAP,MO_100001_17,VMR_9_4,
,,NONE,MAP,MO_100001_18,MO_4_e,
,,NONE,MAP,MO_100001_18,VMR_9_4,
,,NONE,MAP,MO_100001_19,MO_4_e,
,,NONE,MAP,MO_100001_19,VMR_9_4,
,,NONE,MAP,MO_100001_20,MO_4_e,
,,NONE,MAP,MO_100001_20,VMR_9_4,
,,NONE,MAP,MO_100001_21,MO_4_e,
,,NONE,MAP,MO_100001_21,VMR_9_4,
,,NONE,MAP,MO_100001_22,MO_4_e,
,,NONE,MAP,MO_100001_22,VMR_9_4,
,,NONE,MAP,MO_100001_23,MO_4_e,
,,NONE,MAP,MO_100001_23,VMR_9_4,
,,NONE,MAP,MO_100001_24,MO_4_e,
,,NONE,MAP,MO_100001_24,VMR_9_4,
,,NONE,MAP,MO_100001_25,MO_4_e,
,,NONE,MAP,MO_100001_25,VMR_9_4,
,,NONE,MAP,MO_100001_26,MO_4_e,
,,NONE,MAP,MO_100001_26,VMR_9_4,
,,NONE,MAP,MO_100001_27,MO_4_e,
,,NONE,MAP,MO_100001_27,VMR_9_4,
,,NONE,MAP,MO_100001_28,MO_4_e,
,,NONE,MAP,MO_100001_28,VMR_9_4,
,,NONE,MAP,MO_100001_29,MO_4_e,
,,NONE,MAP,MO_100001_29,VMR_9_4,
,,NONE,MAP,MO_100001_30,MO_4_e,
,,NONE,MAP,MO_100001_30,VMR_9_4,
,,NONE,MAP,MO_100001_31,MO_4_e,
,,NONE,MAP,MO_100001_31,VMR_9_4,
,,NONE,MAP,MO_100001_32,MO_4_e,
,,NONE,MAP,MO_100001_32,VMR_9_4,
,,NONE,MAP,MO_100001_33,MO_4_e,
,,NONE,MAP,MO_100001_33,VMR_9_4,
,,NONE,MAP,MO_100001_34,MO_4_e,
,,NONE,MAP,MO_100001_34,VMR_9_4,
,,NONE,MAP,MO_100001_35,MO_4_e,
,,NONE,MAP,MO_100001_35,VMR_9_4,
,,NONE,MAP,MO_100001_36,MO_4_e,
,,NONE,MAP,MO_100001_36,VMR_9_4,
,,NONE,MAP,MO_100001_37,MO_4_e,
,,NONE,MAP,MO_100001_37,VMR_9_4,
,,NONE,MAP,MO_100001_38,MO_4_e,
,,NONE,MAP,MO_100001_38,VMR_9_4,
,,NONE,MAP,MO_100001_39,MO_4_e,
,,NONE,MAP,MO_100001_39,VMR_9_4,
,,NONE,MAP,MO_100001_40,MO_4_e,
,,NONE,MAP,MO_100001_40,VMR_9_4,
,,NONE,MAP,MO_100001_41,MO_4_e,
,,NONE,MAP,MO_100001_41,VMR_9_4,
,,NONE,MAP,MO_100001_42,MO_4_e,
,,NONE,MAP,MO_100001_42,VMR_9_4,
,,NONE,MAP,MO_100001_43,MO_4_e,
,,NONE,MAP,MO_100001_43,VMR_9_4,
,,NONE,MAP,MO_100001_44,MO_4_e,
,,NONE,MAP,MO_100001_44,VMR_9_4,
,,NONE,MAP,MO_100001_45,MO_4_e,
,,NONE,MAP,MO_100001_45,VMR_9_4,
,,NONE,MAP,MO_100001_46,MO_4_e,
,,NONE,MAP,MO_100001_46,VMR_9_4,
,,NONE,MAP,MO_100001_47,MO_4_e,
,,NONE,MAP,MO_100001_47,VMR_9_4,
,,NONE,MAP,MO_100001_48,MO_4_e,
,,NONE,MAP,MO_100001_48,VMR_9_4,
,,NONE,MAP,MO_100001_49,MO_4_e,
,,NONE,MAP,MO_100001_49,VMR_9_4,
,,NONE,MAP,MO_100001_50,MO_4_e,
,,NONE,MAP,MO_100001_50,VMR_9_4,
,,NONE,MAP,MO_100001_51,MO_4_e,
,,NONE,MAP,MO_100001_51,VMR_9_4,
,,NONE,MAP,MO_100001_52,MO_4_e,
,,NONE,MAP,MO_100001_52,VMR_9_4,
,,NONE,MAP,MO_100001_53,MO_4_e,
,,NONE,MAP,MO_100001_53,VMR_9_4,
,,NONE,MAP,MO_100001_54,MO_4_e,
,,NONE,MAP,MO_100001_54,VMR_9_4,
,,NONE,MAP,MO_100001_55,MO_4_e,
,,NONE,MAP,MO_100001_55,VMR_9_4,
,,NONE,MAP,MO_100001_56,MO_4_e,
,,NONE,MAP,MO_100001_56,VMR_9_4,
,,NONE,MAP,MO_100001_57,MO_4_e,
,,NONE,MAP,MO_100001_57,VMR_9_4,
,,NONE,MAP,MO_100001_58,MO_4_e,
,,NONE,MAP,MO_100001_58,VMR_9_4,
,,NONE,MAP,MO_100001_59,MO_4_e,
,,NONE,MAP,MO_100001_59,VMR_9_4,
,,NONE,MAP,MO_100001_60,MO_4_e,
,,NONE,MAP,MO_100001_60,VMR_9_4,
,,NONE,MAP,MO_100001_61,MO_4_e,
,,NONE,MAP,MO_100001_61,VMR_9_4,
,,NONE,MAP,MO_100001_62,MO_4_e,
,,NONE,MAP,MO_100001_62,VMR_9_4,
,,NONE,MAP,MO_100001_63,MO_4_e,
,,NONE,MAP,MO_100001_63,VMR_9_4,
,,NONE,MAP,MO_100001_64,MO_4_e,
,,NONE,MAP,MO_100001_64,VMR_9_4,
,,NONE,MAP,MO_100001_65,MO_4_e,
,,NONE,MAP,MO_100001_65,VMR_9_4,
,,NONE,MAP,MO_100001_66,MO_4_e,
,,NONE,MAP,MO_100001_66,VMR_9_4,
,,NONE,MAP,MO_100001_67,MO_4_e,
,,NONE,MAP,MO_100001_67,VMR_9_4,
,,NONE,MAP,MO_100001_68,MO_4_e,
,,NONE,MAP,MO_100001_68,VMR_9_4,
,,NONE,MAP,MO_100001_69,MO_4_e,
,,NONE,MAP,MO_100001_69,VMR_9_4,
,,NONE,MAP,MO_100001_70,MO_4_e,
,,NONE,MAP,MO_100001_70,VMR_9_4,
,,NONE,MAP,MO_100001_71,MO_4_e,
,,NONE,MAP,MO_100001_71,VMR_9_4,
,,NONE,MAP,MO_100001_72,MO_4_e,
,,NONE,MAP,MO_100001_72,VMR_9_4,
,,NONE,MAP,MO_100001_73,MO_4_e,
,,NONE,MAP,MO_100001_73,VMR_9_4,
,,NONE,MAP,MO_100001_74,MO_4_e,
,,NONE,MAP,MO_100001_74,VMR_9_4,
,,NONE,MAP,MO_100001_75,MO_4_e,
,,NONE,MAP,MO_100001_75,VMR_9_4,
,,NONE,MAP,MO_100001_76,MO_4_e,
,,NONE,MAP,MO_100001_76,VMR_9_4,
,,NONE,MAP,MO_100001_77,MO_4_e,
,,NONE,MAP,MO_100001_77,VMR_9_4,
,,NONE,MAP,MO_100001_78,MO_4_e,
,,NONE,MAP,MO_100001_78,VMR_9_4,
,,NONE,MAP,MO_100001_79,MO_4_e,
,,NONE,MAP,MO_100001_79,VMR_9_4,
,,NONE,MAP,MO_100001_80,MO_4_e,
,,NONE,MAP,MO_100001_80,VMR_9_4,
,,NONE,MAP,MO_100001_81,MO_4_e,
,,NONE,MAP,MO_100001_81,VMR_9_4,
,,NONE,MAP,MO_100001_82,MO_4_e,
,,NONE,MAP,MO_100001_82,VMR_9_4,
,,NONE,MAP,MO_100001_83,MO_4_e,
,,NONE,MAP,MO_100001_83,VMR_9_4,
,,NONE,MAP,MO_100001_84,MO_4_e,
,,NONE,MAP,MO_100001_84,VMR_9_4,
,,NONE,MAP,MO_100001_85,MO_4_e,
,,NONE,MAP,MO_100001_85,VMR_9_4,
,,NONE,MAP,MO_100001_86,MO_4_e,
,,NONE,MAP,MO_100001_86,VMR_9_4,
,,NONE,MAP,MO_100001_87,MO_4_e,
,,NONE,MAP,MO_100001_87,VMR_9_4,
,,NONE,MAP,MO_100001_88,MO_4_e,
,,NONE,MAP,MO_100001_88,VMR_9_4,
,,NONE,MAP,MO_100001_89,MO_4_e,
,,NONE,MAP,MO_100001_89,VMR_9_4,
,,NONE,MAP,MO_100001_90,MO_4_e,
,,NONE,MAP,MO_100001_90,VMR_9_4,
,,NONE,MAP,MO_100001_91,MO_4_e,
,,NONE,MAP,MO_100001_91,VMR_9_4,
,,NONE,MAP,MO_100001_92,MO_4_e,
,,NONE,MAP,MO_100001_92,VMR_9_4,
,,NONE,MAP,MO_100001_93,MO_4_e,
,,NONE,MAP,MO_100001_93,VMR_9_4,
,,NONE,MAP,MO_100001_94,MO_4_e,
,,NONE,MAP,MO_100001_94,VMR_9_4,
,,NONE,MAP,MO_100001_95,MO_4_e,
,,NONE,MAP,MO_100001_95,VMR_9_4,
,,NONE,MAP,MO_100001_96,MO_4_e,
,,NONE,MAP,MO_100001_96,VMR_9_4,
,,NONE,MAP,MO_100001_97,MO_4_e,
,,NONE,MAP,MO_100001_97,VMR_9_4,
,,NONE,MAP,MO_100001_98,MO_4_e,
,,NONE,MAP,MO_100001_98,VMR_9_4,
,,NONE,MAP,MO_100001_99,MO_4_e,
,,NONE,MAP,MO_100001_99,VMR_9_4,
,,NONE,MAP,MO_100001_100,MO_4_e,
,,NONE,MAP,MO_100001_100,VMR_9_4,
,,NONE,MAP,MO_100001_101,MO_4_e,
,,NONE,MAP,MO_100001_101,VMR_9_4,
,,NONE,MAP,MO_100001_102,MO_4_e,
,,NONE,MAP,MO_100001_102,VMR_9_4,
,,NONE,MAP,MO_100001_103,MO_4_e,
,,NONE,MAP,MO_100001_103,VMR_9_4,
,,NONE,MAP,MO_100001_104,MO_4_e,
,,NONE,MAP,MO_100001_104,VMR_9_4,
,,NONE,MAP,MO_100001_105,MO_4_e,
,,NONE,MAP,MO_100001_105,VMR_9_4,
,,NONE,MAP,MO_100001_106,MO_4_e,
,,NONE,MAP,MO_100001_106,VMR_9_4,
,,NONE,MAP,MO_100001_107,MO_4_e,
,,NONE,MAP,MO_100001_107,VMR_9_4,
,,NONE,MAP,MO_100001_108,MO_4_e,
,,NONE,MAP,MO_100001_108,VMR_9_4,
,,NONE,MAP,MO_100001_109,MO_4_e,
,,NONE,MAP,MO_100001_109,VMR_9_4,
,,NONE,MAP,MO_100001_110,MO_4_e,
,,NONE,MAP,MO_100001_110,VMR_9_4,
,,NONE,MAP,MO_100001_111,MO_4_e,
,,NONE,MAP,MO_100001_111,VMR_9_4,
,,NONE,MAP,MO_100001_112,MO_4_e,
,,NONE,MAP,MO_100001_112,VMR_9_4,
,,NONE,MAP,MO_100001_113,MO_4_e,
,,NONE,MAP,MO_100001_113,VMR_9_4,
,,NONE,MAP,MO_100001_114,MO_4_e,
,,NONE,MAP,MO_100001_114,VMR_9_4,
,,NONE,MAP,MO_100001_115,MO_4_e,
,,NONE,MAP,MO_100001_115,VMR_9_4,
,,NONE,MAP,MO_100001_116,MO_4_e,
,,NONE,MAP,MO_100001_116,VMR_9_4,
,,NONE,MAP,MO_100001_117,MO_4_e,
,,NONE,MAP,MO_100001_117,VMR_9_4,
,,NONE,MAP,MO_100001_118,MO_4_e,
,,NONE,MAP,MO_100001_118,VMR_9_4,
,,NONE,MAP,MO_100001_119,MO_4_e,
,,NONE,MAP,MO_100001_119,VMR_9_4,
,,NONE,MAP,MO_100001_120,MO_4_e,
,,NONE,MAP,MO_100001_120,VMR_9_4,
,,NONE,MAP,MO_100001_121,MO_4_e,
,,NONE,MAP,MO_100001_121,VMR_9_4,
,,NONE,MAP,MO_100001_122,MO_4_e,
,,NONE,MAP,MO_100001_122,VMR_9_4,
,,NONE,MAP,MO_100001_123,MO_4_e,
,,NONE,MAP,MO_100001_123,VMR_9_4,
,,NONE,MAP,MO_100001_124,MO_4_e,
,,NONE,MAP,MO_100001_124,VMR_9_4,
,,NONE,MAP,MO_100001_125,MO_4_e,
,,NONE,MAP,MO_100001_125,VMR_9_4,
,,NONE,MAP,MO_100001_126,MO_4_e,
,,NONE,MAP,MO_100001_126,VMR_9_4,
,,NONE,MAP,MO_100001_127,MO_4_e,
,,NONE,MAP,MO_100001_127,VMR_9_4,
,,NONE,MAP,MO_100001_128,MO_4_e,
,,NONE,MAP,MO_100001_128,VMR_9_4,
,,NONE,MAP,MO_100001_129,MO_4_e,
,,NONE,MAP,MO_100001_129,VMR_9_4,
,,NONE,MAP,MO_100001_130,MO_4_e,
,,NONE,MAP,MO_100001_130,VMR_9_4,
,,NONE,MAP,MO_100001_131,MO_4_e,
,,NONE,MAP,MO_100001_131,VMR_9_4,
,,NONE,MAP,MO_100001_132,MO_4_e,
,,NONE,MAP,MO_100001_132,VMR_9_4,
,,NONE,MAP,MO_100001_133,MO_4_e,
