NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,NONE,MAP,MO_10003_1,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_1,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_2,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_2,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_3,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_3,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_4,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_4,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_5,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_5,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_6,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_6,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_7,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_7,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_8,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_8,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_9,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_9,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_10,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_10,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_11,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_11,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_12,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_12,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_13,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_13,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_14,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_14,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_15,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_15,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_16,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_16,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_17,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_17,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_18,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_18,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_19,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_19,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_20,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_20,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_21,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_21,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_22,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_22,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_23,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_23,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_24,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_24,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_25,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_25,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_26,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10003_26,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10002_1,MO_4_24,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,MO_10002_1,VMR_f_4,"{""pd_incharge"": ""VMM PD""}"
,,NONE,MAP,PD_10001,PD_1,"{""pd_incharge"": ""PD_1""}"
