NODE_TYPE,NODE_ID,DATA,EDGE_TYPE,EDGE_FROM,EDGE_TO,EXTRA
,,NONE,MAP,MO_100001_1,MO_1_27834,
,,NONE,MAP,MO_100001_1,VMR_2_169883,
,,NONE,MAP,MO_100001_2,MO_1_27837,
,,NONE,MAP,MO_100001_2,VMR_2_169886,
,,NONE,MAP,MO_100001_3,MO_1_27845,
,,NONE,MAP,MO_100001_3,VMR_2_169894,
,,NONE,MAP,MO_100001_4,MO_1_27891,
,,NONE,MAP,MO_100001_4,VMR_2_169940,
,,NONE,MAP,MO_100001_5,MO_1_27893,
,,NONE,MAP,MO_100001_5,VMR_2_169942,
,,NONE,MAP,MO_100001_6,MO_1_27913,
,,NONE,MAP,MO_100001_6,VMR_2_169962,
,,NONE,MAP,MO_100001_7,MO_1_27919,
,,NONE,MAP,MO_100001_7,VMR_2_169968,
,,NONE,MAP,MO_100001_8,MO_1_27925,
,,NONE,MAP,MO_100001_8,VMR_2_169974,
,,NONE,MAP,MO_100001_9,MO_1_27935,
,,NONE,MAP,MO_100001_9,VMR_2_169984,
,,NONE,MAP,MO_100001_10,MO_1_27941,
,,NONE,MAP,MO_100001_10,VMR_2_169990,
,,NONE,MAP,MO_100001_11,MO_1_27945,
,,NONE,MAP,MO_100001_11,VMR_2_169994,
,,NONE,MAP,MO_100001_12,MO_1_27955,
,,NONE,MAP,MO_100001_12,VMR_2_170004,
,,NONE,MAP,MO_100001_13,MO_1_28249,
,,NONE,MAP,MO_100001_13,VMR_2_170298,
,,NONE,MAP,MO_100001_14,MO_1_28277,
,,NONE,MAP,MO_100001_14,VMR_2_170326,
,,NONE,MAP,MO_100001_15,MO_1_28281,
,,NONE,MAP,MO_100001_15,VMR_2_170330,
,,NONE,MAP,MO_100001_16,MO_1_28304,
,,NONE,MAP,MO_100001_16,VMR_2_170353,
,,NONE,MAP,MO_100001_17,MO_1_28317,
,,NONE,MAP,MO_100001_17,VMR_2_170366,
,,NONE,MAP,MO_100001_18,MO_1_28318,
,,NONE,MAP,MO_100001_18,VMR_2_170367,
,,NONE,MAP,MO_100001_19,MO_1_28319,
,,NONE,MAP,MO_100001_19,VMR_2_170368,
,,NONE,MAP,MO_100001_20,MO_1_28320,
,,NONE,MAP,MO_100001_20,VMR_2_170369,
,,NONE,MAP,MO_100001_21,MO_1_28321,
,,NONE,MAP,MO_100001_21,VMR_2_170370,
,,NONE,MAP,MO_100001_22,MO_1_28322,
,,NONE,MAP,MO_100001_22,VMR_2_170371,
,,NONE,MAP,MO_100001_23,MO_1_28323,
,,NONE,MAP,MO_100001_23,VMR_2_170372,
,,NONE,MAP,MO_100001_24,MO_1_28324,
,,NONE,MAP,MO_100001_24,VMR_2_170373,
,,NONE,MAP,MO_100001_25,MO_1_28325,
,,NONE,MAP,MO_100001_25,VMR_2_170374,
,,NONE,MAP,MO_100001_26,MO_1_28326,
,,NONE,MAP,MO_100001_26,VMR_2_170375,
,,NONE,MAP,MO_100001_27,MO_1_28327,
,,NONE,MAP,MO_100001_27,VMR_2_170376,
,,NONE,MAP,MO_100001_28,MO_1_28328,
,,NONE,MAP,MO_100001_28,VMR_2_170377,
,,NONE,MAP,MO_100001_29,MO_1_28329,
,,NONE,MAP,MO_100001_29,VMR_2_170378,
,,NONE,MAP,MO_100001_30,MO_1_28330,
,,NONE,MAP,MO_100001_30,VMR_2_170379,
,,NONE,MAP,MO_100001_31,MO_1_28331,
,,NONE,MAP,MO_100001_31,VMR_2_170380,
,,NONE,MAP,MO_100001_32,MO_1_28332,
,,NONE,MAP,MO_100001_32,VMR_2_170381,
,,NONE,MAP,MO_100001_33,MO_1_28333,
,,NONE,MAP,MO_100001_33,VMR_2_170382,
,,NONE,MAP,MO_100001_34,MO_1_28334,
,,NONE,MAP,MO_100001_34,VMR_2_170383,
,,NONE,MAP,MO_100001_35,MO_1_28335,
,,NONE,MAP,MO_100001_35,VMR_2_170384,
,,NONE,MAP,MO_100001_36,MO_1_26536,
,,NONE,MAP,MO_100001_36,VMR_2_170757,
,,NONE,MAP,MO_100001_37,MO_1_26620,
,,NONE,MAP,MO_100001_37,VMR_2_170841,
,,NONE,MAP,MO_100001_38,MO_1_26621,
,,NONE,MAP,MO_100001_38,VMR_2_170842,
,,NONE,MAP,MO_100001_39,MO_1_26622,
,,NONE,MAP,MO_100001_39,VMR_2_170843,
,,NONE,MAP,MO_100001_40,MO_1_26623,
,,NONE,MAP,MO_100001_40,VMR_2_170844,
,,NONE,MAP,MO_100001_41,MO_1_26624,
,,NONE,MAP,MO_100001_41,VMR_2_170845,
,,NONE,MAP,MO_100001_42,MO_1_26625,
,,NONE,MAP,MO_100001_42,VMR_2_170846,
,,NONE,MAP,MO_100001_43,MO_1_26626,
,,NONE,MAP,MO_100001_43,VMR_2_170847,
,,NONE,MAP,MO_100001_44,MO_1_26627,
,,NONE,MAP,MO_100001_44,VMR_2_170848,
,,NONE,MAP,MO_100001_45,MO_1_26628,
,,NONE,MAP,MO_100001_45,VMR_2_170849,
,,NONE,MAP,MO_100001_46,MO_1_26629,
,,NONE,MAP,MO_100001_46,VMR_2_170850,
,,NONE,MAP,MO_100001_47,MO_1_26630,
,,NONE,MAP,MO_100001_47,VMR_2_170851,
,,NONE,MAP,MO_100001_48,MO_1_26631,
,,NONE,MAP,MO_100001_48,VMR_2_170852,
,,NONE,MAP,MO_100001_49,MO_1_26632,
,,NONE,MAP,MO_100001_49,VMR_2_170853,
,,NONE,MAP,MO_100001_50,MO_1_26653,
,,NONE,MAP,MO_100001_50,VMR_2_170874,
,,NONE,MAP,MO_100001_51,MO_1_26654,
,,NONE,MAP,MO_100001_51,VMR_2_170875,
,,NONE,MAP,MO_100001_52,MO_1_26655,
,,NONE,MAP,MO_100001_52,VMR_2_170876,
,,NONE,MAP,MO_100001_53,MO_1_26656,
,,NONE,MAP,MO_100001_53,VMR_2_170877,
,,NONE,MAP,MO_100001_54,MO_1_26657,
,,NONE,MAP,MO_100001_54,VMR_2_170878,
,,NONE,MAP,MO_100001_55,MO_1_26658,
,,NONE,MAP,MO_100001_55,VMR_2_170879,
,,NONE,MAP,MO_100001_56,MO_1_26659,
,,NONE,MAP,MO_100001_56,VMR_2_170880,
,,NONE,MAP,MO_100001_57,MO_1_26660,
,,NONE,MAP,MO_100001_57,VMR_2_170881,
,,NONE,MAP,MO_100001_58,MO_1_26661,
,,NONE,MAP,MO_100001_58,VMR_2_170882,
,,NONE,MAP,MO_100001_59,MO_1_26662,
,,NONE,MAP,MO_100001_59,VMR_2_170883,
,,NONE,MAP,MO_100001_60,MO_1_26663,
,,NONE,MAP,MO_100001_60,VMR_2_170884,
,,NONE,MAP,MO_100001_61,MO_1_26664,
,,NONE,MAP,MO_100001_61,VMR_2_170885,
,,NONE,MAP,MO_100001_62,MO_1_8339,
,,NONE,MAP,MO_100001_62,VMR_2_171157,
,,NONE,MAP,MO_100001_63,MO_1_8468,
,,NONE,MAP,MO_100001_63,VMR_2_171286,
,,NONE,MAP,MO_100001_64,MO_1_8474,
,,NONE,MAP,MO_100001_64,VMR_2_171292,
,,NONE,MAP,MO_100001_65,MO_1_8533,
,,NONE,MAP,MO_100001_65,VMR_2_171351,
,,NONE,MAP,MO_100001_66,MO_1_8559,
,,NONE,MAP,MO_100001_66,VMR_2_171377,
,,NONE,MAP,MO_100001_67,MO_1_17098,
,,NONE,MAP,MO_100001_67,VMR_2_171946,
,,NONE,MAP,MO_100001_68,MO_1_17102,
,,NONE,MAP,MO_100001_68,VMR_2_171950,
,,NONE,MAP,MO_100001_69,MO_1_17110,
,,NONE,MAP,MO_100001_69,VMR_2_171958,
,,NONE,MAP,MO_100001_70,MO_1_17140,
,,NONE,MAP,MO_100001_70,VMR_2_171988,
,,NONE,MAP,MO_100001_71,MO_1_17142,
,,NONE,MAP,MO_100001_71,VMR_2_171990,
,,NONE,MAP,MO_100001_72,MO_1_17150,
,,NONE,MAP,MO_100001_72,VMR_2_171998,
,,NONE,MAP,MO_100001_73,MO_1_24999,
,,NONE,MAP,MO_100001_73,VMR_2_177566,
,,NONE,MAP,MO_100001_74,MO_1_25000,
,,NONE,MAP,MO_100001_74,VMR_2_177567,
,,NONE,MAP,MO_100001_75,MO_1_25001,
,,NONE,MAP,MO_100001_75,VMR_2_177568,
,,NONE,MAP,MO_100001_76,MO_1_25002,
,,NONE,MAP,MO_100001_76,VMR_2_177569,
,,NONE,MAP,MO_100001_77,MO_1_25005,
,,NONE,MAP,MO_100001_77,VMR_2_177572,
,,NONE,MAP,MO_100001_78,MO_1_25006,
