ID:ID,NODE_TYPE,DATA,EXTRA,:LABEL
MO_10003_1,RESOURCE,MO,"{""pa"": ""0x40f8a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_2,RESOURCE,MO,"{""pa"": ""0x42300000"", ""num_pages"": ""15"", ""page_size"": ""4096""}",RESOURCE
MO_10003_3,RESOURCE,MO,"{""pa"": ""0x4232f000"", ""num_pages"": ""32"", ""page_size"": ""4096""}",RESOURCE
MO_10003_4,RESOURCE,MO,"{""pa"": ""0x4237f000"", ""num_pages"": ""32"", ""page_size"": ""4096""}",RESOURCE
MO_10003_5,RESOURCE,MO,"{""pa"": ""0x4d04a000"", ""num_pages"": ""37"", ""page_size"": ""4096""}",RESOURCE
MO_10003_6,RESOURCE,MO,"{""pa"": ""0x4d084000"", ""num_pages"": ""124"", ""page_size"": ""4096""}",RESOURCE
MO_10003_7,RESOURCE,MO,"{""pa"": ""0x4d698000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_10003_8,RESOURCE,MO,"{""pa"": ""0x50a7a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_9,RESOURCE,MO,"{""pa"": ""0x50a7c000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_10,RESOURCE,MO,"{""pa"": ""0x50a7d000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_11,RESOURCE,MO,"{""pa"": ""0x50a7e000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_12,RESOURCE,MO,"{""pa"": ""0x50a7f000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_13,RESOURCE,MO,"{""pa"": ""0x50a80000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_14,RESOURCE,MO,"{""pa"": ""0x50a81000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_15,RESOURCE,MO,"{""pa"": ""0x50a82000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_16,RESOURCE,MO,"{""pa"": ""0x50a83000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_17,RESOURCE,MO,"{""pa"": ""0x50a84000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_18,RESOURCE,MO,"{""pa"": ""0x50a85000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_19,RESOURCE,MO,"{""pa"": ""0x50a86000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_20,RESOURCE,MO,"{""pa"": ""0x50a87000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_10003_21,RESOURCE,MO,"{""pa"": ""0x50a8a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_22,RESOURCE,MO,"{""pa"": ""0x50a8b000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_23,RESOURCE,MO,"{""pa"": ""0x50a8c000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_24,RESOURCE,MO,"{""pa"": ""0x50a8d000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_25,RESOURCE,MO,"{""pa"": ""0x50a8e000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10003_26,RESOURCE,MO,"{""pa"": ""0x50a8f000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_10002_1,RESOURCE,MO,"{""pa"": ""0x5f600000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_1,RESOURCE,VMR,"{""va"": ""0xaaaac5ee1000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_2,RESOURCE,VMR,"{""va"": ""0xaaaac5ee3000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_3,RESOURCE,VMR,"{""va"": ""0xaaaac5ee4000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_4,RESOURCE,VMR,"{""va"": ""0xaaaad6363000"", ""vmr_type"": ""HEAP"", ""num_pages"": ""33"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_5,RESOURCE,VMR,"{""va"": ""0xffff7fed4000"", ""vmr_type"": ""DEV"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_6,RESOURCE,VMR,"{""va"": ""0xffff7fed5000"", ""vmr_type"": ""LIB"", ""num_pages"": ""333"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_7,RESOURCE,VMR,"{""va"": ""0xffff80022000"", ""vmr_type"": ""LIB"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_8,RESOURCE,VMR,"{""va"": ""0xffff80026000"", ""vmr_type"": ""LIB"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_9,RESOURCE,VMR,"{""va"": ""0xffff80028000"", ""vmr_type"": ""NONE"", ""num_pages"": ""14"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_10,RESOURCE,VMR,"{""va"": ""0xffff80036000"", ""vmr_type"": ""VVAR"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_11,RESOURCE,VMR,"{""va"": ""0xffff80038000"", ""vmr_type"": ""VDSO"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_12,RESOURCE,VMR,"{""va"": ""0xffff80039000"", ""vmr_type"": ""LIB"", ""num_pages"": ""37"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_13,RESOURCE,VMR,"{""va"": ""0xffff8005e000"", ""vmr_type"": ""LIB"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_14,RESOURCE,VMR,"{""va"": ""0xffff80060000"", ""vmr_type"": ""LIB"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_10004_15,RESOURCE,VMR,"{""va"": ""0xffffeabe2000"", ""vmr_type"": ""STACK"", ""num_pages"": ""33"", ""page_size"": ""4096""}",RESOURCE
