ID:ID,NODE_TYPE,DATA,EXTRA,:LABEL
MO_10001_1,RESOURCE,MO,"{""pa"": ""0x40f8a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_2,RESOURCE,MO,"{""pa"": ""0x42300000"", ""num_pages"": ""78"", ""page_size"": ""4096""}",RESOURCE
MO_10001_3,RESOURCE,MO,"{""pa"": ""0x4234e000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_10001_4,RESOURCE,MO,"{""pa"": ""0x42371000"", ""num_pages"": ""13"", ""page_size"": ""4096""}",RESOURCE
MO_10001_5,RESOURCE,MO,"{""pa"": ""0x4237e000"", ""num_pages"": ""32"", ""page_size"": ""4096""}",RESOURCE
MO_10001_6,RESOURCE,MO,"{""pa"": ""0x4239e000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_10001_7,RESOURCE,MO,"{""pa"": ""0x4d04a000"", ""num_pages"": ""37"", ""page_size"": ""4096""}",RESOURCE
MO_10001_8,RESOURCE,MO,"{""pa"": ""0x4d084000"", ""num_pages"": ""61"", ""page_size"": ""4096""}",RESOURCE
MO_10001_9,RESOURCE,MO,"{""pa"": ""0x4d0c1000"", ""num_pages"": ""13"", ""page_size"": ""4096""}",RESOURCE
MO_10001_10,RESOURCE,MO,"{""pa"": ""0x4d0d1000"", ""num_pages"": ""13"", ""page_size"": ""4096""}",RESOURCE
MO_10001_11,RESOURCE,MO,"{""pa"": ""0x4d0de000"", ""num_pages"": ""34"", ""page_size"": ""4096""}",RESOURCE
MO_10001_12,RESOURCE,MO,"{""pa"": ""0x4d197000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_13,RESOURCE,MO,"{""pa"": ""0x505b0000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_14,RESOURCE,MO,"{""pa"": ""0x505b2000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_15,RESOURCE,MO,"{""pa"": ""0x505b3000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_16,RESOURCE,MO,"{""pa"": ""0x505b4000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_17,RESOURCE,MO,"{""pa"": ""0x505b5000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_18,RESOURCE,MO,"{""pa"": ""0x505b6000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_19,RESOURCE,MO,"{""pa"": ""0x505b7000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_20,RESOURCE,MO,"{""pa"": ""0x505b8000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_21,RESOURCE,MO,"{""pa"": ""0x505b9000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_22,RESOURCE,MO,"{""pa"": ""0x505ba000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_23,RESOURCE,MO,"{""pa"": ""0x505bb000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_24,RESOURCE,MO,"{""pa"": ""0x505bc000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_25,RESOURCE,MO,"{""pa"": ""0x505bd000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_10001_26,RESOURCE,MO,"{""pa"": ""0x505c0000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_27,RESOURCE,MO,"{""pa"": ""0x505c1000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_28,RESOURCE,MO,"{""pa"": ""0x505c2000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_29,RESOURCE,MO,"{""pa"": ""0x505c3000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_30,RESOURCE,MO,"{""pa"": ""0x505c4000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_31,RESOURCE,MO,"{""pa"": ""0x505c5000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_10001_32,RESOURCE,MO,"{""pa"": ""0x505c7000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_33,RESOURCE,MO,"{""pa"": ""0x505c8000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_34,RESOURCE,MO,"{""pa"": ""0x505c9000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_35,RESOURCE,MO,"{""pa"": ""0x505ca000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
