ID:ID,NODE_TYPE,DATA,EXTRA,:LABEL
MO_10001_1,RESOURCE,MO,"{""pa"": ""0x3604000"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
MO_10001_2,RESOURCE,MO,"{""pa"": ""0x3610000"", ""num_pages"": ""16"", ""page_size"": ""4096""}",RESOURCE
MO_10001_3,RESOURCE,MO,"{""pa"": ""0x363e000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_10001_4,RESOURCE,MO,"{""pa"": ""0x3640000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_10001_5,RESOURCE,MO,"{""pa"": ""0x3642000"", ""num_pages"": ""11"", ""page_size"": ""4096""}",RESOURCE
MO_10001_6,RESOURCE,MO,"{""pa"": ""0x364d000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_10001_7,RESOURCE,MO,"{""pa"": ""0x365d000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_10001_8,RESOURCE,MO,"{""pa"": ""0x3662000"", ""num_pages"": ""11"", ""page_size"": ""4096""}",RESOURCE
MO_10001_9,RESOURCE,MO,"{""pa"": ""0x366d000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_10001_10,RESOURCE,MO,"{""pa"": ""0x367d000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_10001_11,RESOURCE,MO,"{""pa"": ""0x36e0000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_12,RESOURCE,MO,"{""pa"": ""0x37c0000"", ""num_pages"": ""7"", ""page_size"": ""4096""}",RESOURCE
MO_10001_13,RESOURCE,MO,"{""pa"": ""0x37c7000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_10001_14,RESOURCE,MO,"{""pa"": ""0x37dd000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_10001_15,RESOURCE,MO,"{""pa"": ""0x37e9000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_16,RESOURCE,MO,"{""pa"": ""0x37ea000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_17,RESOURCE,MO,"{""pa"": ""0x37eb000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_18,RESOURCE,MO,"{""pa"": ""0x37ec000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_19,RESOURCE,MO,"{""pa"": ""0x37ed000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_20,RESOURCE,MO,"{""pa"": ""0x37ee000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_21,RESOURCE,MO,"{""pa"": ""0x37ef000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_22,RESOURCE,MO,"{""pa"": ""0x37f0000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_10001_23,RESOURCE,MO,"{""pa"": ""0x37f1000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
