ID:ID,NODE_TYPE,DATA,EXTRA,:LABEL
MO_100001_1,RESOURCE,MO,"{""pa"": ""0x3205000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_100001_2,RESOURCE,MO,"{""pa"": ""0x3208000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_3,RESOURCE,MO,"{""pa"": ""0x3210000"", ""num_pages"": ""16"", ""page_size"": ""4096""}",RESOURCE
MO_100001_4,RESOURCE,MO,"{""pa"": ""0x323e000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_100001_5,RESOURCE,MO,"{""pa"": ""0x3240000"", ""num_pages"": ""19"", ""page_size"": ""4096""}",RESOURCE
MO_100001_6,RESOURCE,MO,"{""pa"": ""0x3254000"", ""num_pages"": ""6"", ""page_size"": ""4096""}",RESOURCE
MO_100001_7,RESOURCE,MO,"{""pa"": ""0x325a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_8,RESOURCE,MO,"{""pa"": ""0x3260000"", ""num_pages"": ""10"", ""page_size"": ""4096""}",RESOURCE
MO_100001_9,RESOURCE,MO,"{""pa"": ""0x326a000"", ""num_pages"": ""6"", ""page_size"": ""4096""}",RESOURCE
MO_100001_10,RESOURCE,MO,"{""pa"": ""0x3270000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_100001_11,RESOURCE,MO,"{""pa"": ""0x3274000"", ""num_pages"": ""6"", ""page_size"": ""4096""}",RESOURCE
MO_100001_12,RESOURCE,MO,"{""pa"": ""0x327e000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_100001_13,RESOURCE,MO,"{""pa"": ""0x33a4000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_14,RESOURCE,MO,"{""pa"": ""0x33c0000"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
MO_100001_15,RESOURCE,MO,"{""pa"": ""0x33c4000"", ""num_pages"": ""6"", ""page_size"": ""4096""}",RESOURCE
MO_100001_16,RESOURCE,MO,"{""pa"": ""0x33db000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_100001_17,RESOURCE,MO,"{""pa"": ""0x33e8000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_18,RESOURCE,MO,"{""pa"": ""0x33e9000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_19,RESOURCE,MO,"{""pa"": ""0x33ea000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_20,RESOURCE,MO,"{""pa"": ""0x33eb000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_21,RESOURCE,MO,"{""pa"": ""0x33ec000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_22,RESOURCE,MO,"{""pa"": ""0x33ed000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_23,RESOURCE,MO,"{""pa"": ""0x33ee000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_24,RESOURCE,MO,"{""pa"": ""0x33ef000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_25,RESOURCE,MO,"{""pa"": ""0x33f0000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_26,RESOURCE,MO,"{""pa"": ""0x33f1000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_27,RESOURCE,MO,"{""pa"": ""0x33f2000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_28,RESOURCE,MO,"{""pa"": ""0x33f3000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_29,RESOURCE,MO,"{""pa"": ""0x33f4000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_30,RESOURCE,MO,"{""pa"": ""0x33f5000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_31,RESOURCE,MO,"{""pa"": ""0x33f6000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_32,RESOURCE,MO,"{""pa"": ""0x33f7000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_33,RESOURCE,MO,"{""pa"": ""0x33f8000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_34,RESOURCE,MO,"{""pa"": ""0x33f9000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_35,RESOURCE,MO,"{""pa"": ""0x33fa000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_36,RESOURCE,MO,"{""pa"": ""0x356f000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_37,RESOURCE,MO,"{""pa"": ""0x35c3000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_38,RESOURCE,MO,"{""pa"": ""0x35c4000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_39,RESOURCE,MO,"{""pa"": ""0x35c5000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_40,RESOURCE,MO,"{""pa"": ""0x35c6000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_41,RESOURCE,MO,"{""pa"": ""0x35c7000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_42,RESOURCE,MO,"{""pa"": ""0x35c8000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_43,RESOURCE,MO,"{""pa"": ""0x35c9000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_44,RESOURCE,MO,"{""pa"": ""0x35ca000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_45,RESOURCE,MO,"{""pa"": ""0x35cb000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_46,RESOURCE,MO,"{""pa"": ""0x35cc000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_47,RESOURCE,MO,"{""pa"": ""0x35cd000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_48,RESOURCE,MO,"{""pa"": ""0x35ce000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_49,RESOURCE,MO,"{""pa"": ""0x35cf000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_50,RESOURCE,MO,"{""pa"": ""0x35e4000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_51,RESOURCE,MO,"{""pa"": ""0x35e5000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_52,RESOURCE,MO,"{""pa"": ""0x35e6000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_53,RESOURCE,MO,"{""pa"": ""0x35e7000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_54,RESOURCE,MO,"{""pa"": ""0x35e8000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_55,RESOURCE,MO,"{""pa"": ""0x35e9000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_56,RESOURCE,MO,"{""pa"": ""0x35ea000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_57,RESOURCE,MO,"{""pa"": ""0x35eb000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_58,RESOURCE,MO,"{""pa"": ""0x35ec000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_59,RESOURCE,MO,"{""pa"": ""0x35ed000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_60,RESOURCE,MO,"{""pa"": ""0x35ee000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_61,RESOURCE,MO,"{""pa"": ""0x35ef000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_62,RESOURCE,MO,"{""pa"": ""0x36ff000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_63,RESOURCE,MO,"{""pa"": ""0x3780000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_100001_64,RESOURCE,MO,"{""pa"": ""0x3786000"", ""num_pages"": ""12"", ""page_size"": ""4096""}",RESOURCE
MO_100001_65,RESOURCE,MO,"{""pa"": ""0x37c1000"", ""num_pages"": ""24"", ""page_size"": ""4096""}",RESOURCE
MO_100001_66,RESOURCE,MO,"{""pa"": ""0x37db000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_100001_67,RESOURCE,MO,"{""pa"": ""0x3a14000"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
MO_100001_68,RESOURCE,MO,"{""pa"": ""0x3a18000"", ""num_pages"": ""8"", ""page_size"": ""4096""}",RESOURCE
MO_100001_69,RESOURCE,MO,"{""pa"": ""0x3a20000"", ""num_pages"": ""29"", ""page_size"": ""4096""}",RESOURCE
MO_100001_70,RESOURCE,MO,"{""pa"": ""0x3a3e000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_100001_71,RESOURCE,MO,"{""pa"": ""0x3a40000"", ""num_pages"": ""8"", ""page_size"": ""4096""}",RESOURCE
MO_100001_72,RESOURCE,MO,"{""pa"": ""0x3a48000"", ""num_pages"": ""7"", ""page_size"": ""4096""}",RESOURCE
MO_100001_73,RESOURCE,MO,"{""pa"": ""0x5008000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_74,RESOURCE,MO,"{""pa"": ""0x5009000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_75,RESOURCE,MO,"{""pa"": ""0x500a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_76,RESOURCE,MO,"{""pa"": ""0x500b000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_77,RESOURCE,MO,"{""pa"": ""0x500e000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_78,RESOURCE,MO,"{""pa"": ""0x500f000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_79,RESOURCE,MO,"{""pa"": ""0x5010000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_80,RESOURCE,MO,"{""pa"": ""0x5011000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_81,RESOURCE,MO,"{""pa"": ""0x5012000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_82,RESOURCE,MO,"{""pa"": ""0x5013000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_83,RESOURCE,MO,"{""pa"": ""0x5014000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_84,RESOURCE,MO,"{""pa"": ""0x5015000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_85,RESOURCE,MO,"{""pa"": ""0x5016000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_86,RESOURCE,MO,"{""pa"": ""0x5017000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_87,RESOURCE,MO,"{""pa"": ""0x5018000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_88,RESOURCE,MO,"{""pa"": ""0x5019000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_89,RESOURCE,MO,"{""pa"": ""0x501a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_90,RESOURCE,MO,"{""pa"": ""0x501b000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_91,RESOURCE,MO,"{""pa"": ""0x501c000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_100001_92,RESOURCE,MO,"{""pa"": ""0x501f000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_93,RESOURCE,MO,"{""pa"": ""0x5020000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_94,RESOURCE,MO,"{""pa"": ""0x5021000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_95,RESOURCE,MO,"{""pa"": ""0x5022000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_96,RESOURCE,MO,"{""pa"": ""0x5023000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_97,RESOURCE,MO,"{""pa"": ""0x5024000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_98,RESOURCE,MO,"{""pa"": ""0x5025000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_100001_99,RESOURCE,MO,"{""pa"": ""0x5027000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_100001_100,RESOURCE,MO,"{""pa"": ""0x502a000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_101,RESOURCE,MO,"{""pa"": ""0x502b000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_102,RESOURCE,MO,"{""pa"": ""0x502c000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_103,RESOURCE,MO,"{""pa"": ""0x502d000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_104,RESOURCE,MO,"{""pa"": ""0x502e000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_105,RESOURCE,MO,"{""pa"": ""0x502f000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_106,RESOURCE,MO,"{""pa"": ""0x5030000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_107,RESOURCE,MO,"{""pa"": ""0x5031000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_108,RESOURCE,MO,"{""pa"": ""0x5032000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_109,RESOURCE,MO,"{""pa"": ""0x5033000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_110,RESOURCE,MO,"{""pa"": ""0x5034000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_111,RESOURCE,MO,"{""pa"": ""0x5035000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_112,RESOURCE,MO,"{""pa"": ""0x5036000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_113,RESOURCE,MO,"{""pa"": ""0x5037000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_114,RESOURCE,MO,"{""pa"": ""0x5038000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_100001_115,RESOURCE,MO,"{""pa"": ""0x503b000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_116,RESOURCE,MO,"{""pa"": ""0x503c000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_117,RESOURCE,MO,"{""pa"": ""0x503d000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_118,RESOURCE,MO,"{""pa"": ""0x503e000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_119,RESOURCE,MO,"{""pa"": ""0x503f000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_120,RESOURCE,MO,"{""pa"": ""0x5040000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_121,RESOURCE,MO,"{""pa"": ""0x5041000"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
MO_100001_122,RESOURCE,MO,"{""pa"": ""0x7a2c000"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
MO_100001_123,RESOURCE,MO,"{""pa"": ""0x7a30000"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
MO_100001_124,RESOURCE,MO,"{""pa"": ""0x7a31000"", ""num_pages"": ""6"", ""page_size"": ""4096""}",RESOURCE
MO_100001_125,RESOURCE,MO,"{""pa"": ""0x7a50000"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
MO_100001_126,RESOURCE,MO,"{""pa"": ""0x7a53000"", ""num_pages"": ""6"", ""page_size"": ""4096""}",RESOURCE
MO_100001_127,RESOURCE,MO,"{""pa"": ""0x7a59000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_100001_128,RESOURCE,MO,"{""pa"": ""0x7a5f000"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
MO_100001_129,RESOURCE,MO,"{""pa"": ""0x7a71000"", ""num_pages"": ""15"", ""page_size"": ""4096""}",RESOURCE
MO_100001_130,RESOURCE,MO,"{""pa"": ""0x7f80000"", ""num_pages"": ""19"", ""page_size"": ""4096""}",RESOURCE
MO_100001_131,RESOURCE,MO,"{""pa"": ""0x7f93000"", ""num_pages"": ""5"", ""page_size"": ""4096""}",RESOURCE
MO_100001_132,RESOURCE,MO,"{""pa"": ""0x7f99000"", ""num_pages"": ""7"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_1,RESOURCE,VMR,"{""va"": ""0x55b527bd1000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_2,RESOURCE,VMR,"{""va"": ""0x55b527bd2000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_3,RESOURCE,VMR,"{""va"": ""0x55b527bd3000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_4,RESOURCE,VMR,"{""va"": ""0x55b527bd4000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_5,RESOURCE,VMR,"{""va"": ""0x55b527bd5000"", ""vmr_type"": ""PROGRAM"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_6,RESOURCE,VMR,"{""va"": ""0x55b527bd6000"", ""vmr_type"": ""HEAP"", ""num_pages"": ""33"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_7,RESOURCE,VMR,"{""va"": ""0x7fbb2c64f000"", ""vmr_type"": ""SHM"", ""num_pages"": ""3"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_8,RESOURCE,VMR,"{""va"": ""0x7fbb2c652000"", ""vmr_type"": ""NONE"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_9,RESOURCE,VMR,"{""va"": ""0x7fbb2c654000"", ""vmr_type"": ""LIB"", ""num_pages"": ""40"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_10,RESOURCE,VMR,"{""va"": ""0x7fbb2c67c000"", ""vmr_type"": ""LIB"", ""num_pages"": ""291"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_11,RESOURCE,VMR,"{""va"": ""0x7fbb2c79f000"", ""vmr_type"": ""LIB"", ""num_pages"": ""83"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_12,RESOURCE,VMR,"{""va"": ""0x7fbb2c7f2000"", ""vmr_type"": ""LIB"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_13,RESOURCE,VMR,"{""va"": ""0x7fbb2c7f6000"", ""vmr_type"": ""LIB"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_14,RESOURCE,VMR,"{""va"": ""0x7fbb2c7f8000"", ""vmr_type"": ""NONE"", ""num_pages"": ""15"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_15,RESOURCE,VMR,"{""va"": ""0x7fbb2c807000"", ""vmr_type"": ""LIB"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_16,RESOURCE,VMR,"{""va"": ""0x7fbb2c809000"", ""vmr_type"": ""LIB"", ""num_pages"": ""31"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_17,RESOURCE,VMR,"{""va"": ""0x7fbb2c828000"", ""vmr_type"": ""LIB"", ""num_pages"": ""11"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_18,RESOURCE,VMR,"{""va"": ""0x7fbb2c834000"", ""vmr_type"": ""LIB"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_19,RESOURCE,VMR,"{""va"": ""0x7fbb2c836000"", ""vmr_type"": ""LIB"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_20,RESOURCE,VMR,"{""va"": ""0x7ffdcedc4000"", ""vmr_type"": ""STACK"", ""num_pages"": ""33"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_21,RESOURCE,VMR,"{""va"": ""0x7ffdcede6000"", ""vmr_type"": ""VVAR"", ""num_pages"": ""4"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_22,RESOURCE,VMR,"{""va"": ""0x7ffdcedea000"", ""vmr_type"": ""VDSO"", ""num_pages"": ""2"", ""page_size"": ""4096""}",RESOURCE
VMR_100002_23,RESOURCE,VMR,"{""va"": ""0xffffffffff600000"", ""vmr_type"": ""VSYSCALL"", ""num_pages"": ""1"", ""page_size"": ""4096""}",RESOURCE
